date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:59:26	1173/1173	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2009%20Nov%202022%2006:35:15%20GMT	https://htmldesigntemplates.com/html/hotux/bootstrap5/js/custom-date.js	F:/bookingHotel1/htmldesigntemplates.com/html/hotux/bootstrap5/js/custom-date.js	(from https://htmldesigntemplates.com/html/hotux/bootstrap5/availability.html)
08:59:28	55813/55813	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2008%20May%202025%2001:59:29%20GMT	https://htmldesigntemplates.com/html/hotux/bootstrap5/blog-home.html	F:/bookingHotel1/htmldesigntemplates.com/html/hotux/bootstrap5/blog-home.html	(from https://htmldesigntemplates.com/html/hotux/bootstrap5/confirmation.html)
08:59:29	100554/100554	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Nov%202022%2006:35:02%20GMT	https://htmldesigntemplates.com/html/hotux/bootstrap5/images/team1.jpg	F:/bookingHotel1/htmldesigntemplates.com/html/hotux/bootstrap5/images/team1.jpg	(from https://htmldesigntemplates.com/html/hotux/bootstrap5/aboutus.html)
08:59:30	98713/98713	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Nov%202022%2006:35:03%20GMT	https://htmldesigntemplates.com/html/hotux/bootstrap5/images/team2.jpg	F:/bookingHotel1/htmldesigntemplates.com/html/hotux/bootstrap5/images/team2.jpg	(from https://htmldesigntemplates.com/html/hotux/bootstrap5/aboutus.html)
08:59:31	135233/135233	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Nov%202022%2006:35:03%20GMT	https://htmldesigntemplates.com/html/hotux/bootstrap5/images/team3.jpg	F:/bookingHotel1/htmldesigntemplates.com/html/hotux/bootstrap5/images/team3.jpg	(from https://htmldesigntemplates.com/html/hotux/bootstrap5/aboutus.html)
08:59:32	167992/167992	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Nov%202022%2006:35:04%20GMT	https://htmldesigntemplates.com/html/hotux/bootstrap5/images/team4.jpg	F:/bookingHotel1/htmldesigntemplates.com/html/hotux/bootstrap5/images/team4.jpg	(from https://htmldesigntemplates.com/html/hotux/bootstrap5/aboutus.html)
08:59:33	254819/254819	---M--	200	added ('OK')	image/png	date:Wed,%2009%20Nov%202022%2006:32:47%20GMT	https://htmldesigntemplates.com/html/hotux/bootstrap5/images/awards/award1.png	F:/bookingHotel1/htmldesigntemplates.com/html/hotux/bootstrap5/images/awards/award1.png	(from https://htmldesigntemplates.com/html/hotux/bootstrap5/aboutus.html)
08:59:34	208196/208196	---M--	200	added ('OK')	image/png	date:Wed,%2009%20Nov%202022%2006:32:48%20GMT	https://htmldesigntemplates.com/html/hotux/bootstrap5/images/awards/award2.png	F:/bookingHotel1/htmldesigntemplates.com/html/hotux/bootstrap5/images/awards/award2.png	(from https://htmldesigntemplates.com/html/hotux/bootstrap5/aboutus.html)
08:59:35	174725/174725	---M--	200	added ('OK')	image/png	date:Wed,%2009%20Nov%202022%2006:32:48%20GMT	https://htmldesigntemplates.com/html/hotux/bootstrap5/images/awards/award3.png	F:/bookingHotel1/htmldesigntemplates.com/html/hotux/bootstrap5/images/awards/award3.png	(from https://htmldesigntemplates.com/html/hotux/bootstrap5/aboutus.html)
08:59:36	191036/191036	---M--	200	added ('OK')	image/png	date:Wed,%2009%20Nov%202022%2006:32:49%20GMT	https://htmldesigntemplates.com/html/hotux/bootstrap5/images/awards/award4.png	F:/bookingHotel1/htmldesigntemplates.com/html/hotux/bootstrap5/images/awards/award4.png	(from https://htmldesigntemplates.com/html/hotux/bootstrap5/aboutus.html)
08:59:37	158614/158614	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Nov%202022%2006:33:29%20GMT	https://htmldesigntemplates.com/html/hotux/bootstrap5/images/gallery/gallery8.jpg	F:/bookingHotel1/htmldesigntemplates.com/html/hotux/bootstrap5/images/gallery/gallery8.jpg	(from https://htmldesigntemplates.com/html/hotux/bootstrap5/gallery.html)
08:59:38	139820/139820	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Nov%202022%2006:33:30%20GMT	https://htmldesigntemplates.com/html/hotux/bootstrap5/images/gallery/gallery9.jpg	F:/bookingHotel1/htmldesigntemplates.com/html/hotux/bootstrap5/images/gallery/gallery9.jpg	(from https://htmldesigntemplates.com/html/hotux/bootstrap5/gallery.html)
08:59:38	867/867	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2009%20Nov%202022%2006:35:15%20GMT	https://htmldesigntemplates.com/html/hotux/bootstrap5/js/custom-mixitup.js	F:/bookingHotel1/htmldesigntemplates.com/html/hotux/bootstrap5/js/custom-mixitup.js	(from https://htmldesigntemplates.com/html/hotux/bootstrap5/gallery.html)
08:59:39	85283/85283	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Nov%202022%2006:34:04%20GMT	https://htmldesigntemplates.com/html/hotux/bootstrap5/images/news10.jpg	F:/bookingHotel1/htmldesigntemplates.com/html/hotux/bootstrap5/images/news10.jpg	(from https://htmldesigntemplates.com/html/hotux/bootstrap5/events.html)
08:59:40	136603/136603	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Nov%202022%2006:34:05%20GMT	https://htmldesigntemplates.com/html/hotux/bootstrap5/images/news11.jpg	F:/bookingHotel1/htmldesigntemplates.com/html/hotux/bootstrap5/images/news11.jpg	(from https://htmldesigntemplates.com/html/hotux/bootstrap5/events.html)
08:59:41	66345/66345	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Nov%202022%2006:34:12%20GMT	https://htmldesigntemplates.com/html/hotux/bootstrap5/images/news9.jpg	F:/bookingHotel1/htmldesigntemplates.com/html/hotux/bootstrap5/images/news9.jpg	(from https://htmldesigntemplates.com/html/hotux/bootstrap5/events.html)
08:59:42	48420/48420	---M--	200	added ('OK')	image/png	date:Wed,%2009%20Nov%202022%2006:32:54%20GMT	https://htmldesigntemplates.com/html/hotux/bootstrap5/images/bner.png	F:/bookingHotel1/htmldesigntemplates.com/html/hotux/bootstrap5/images/bner.png	(from https://htmldesigntemplates.com/html/hotux/bootstrap5/pricing.html)
08:59:43	202852/202852	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Nov%202022%2006:34:58%20GMT	https://htmldesigntemplates.com/html/hotux/bootstrap5/images/slider/slider5.jpg	F:/bookingHotel1/htmldesigntemplates.com/html/hotux/bootstrap5/images/slider/slider5.jpg	(from https://htmldesigntemplates.com/html/hotux/bootstrap5/restaurant.html)
08:59:44	164944/164944	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Nov%202022%2006:34:59%20GMT	https://htmldesigntemplates.com/html/hotux/bootstrap5/images/slider/slider6.jpg	F:/bookingHotel1/htmldesigntemplates.com/html/hotux/bootstrap5/images/slider/slider6.jpg	(from https://htmldesigntemplates.com/html/hotux/bootstrap5/restaurant.html)
08:59:44	170077/170077	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Nov%202022%2006:34:59%20GMT	https://htmldesigntemplates.com/html/hotux/bootstrap5/images/slider/slider7.jpg	F:/bookingHotel1/htmldesigntemplates.com/html/hotux/bootstrap5/images/slider/slider7.jpg	(from https://htmldesigntemplates.com/html/hotux/bootstrap5/restaurant.html)
08:59:45	24416/24416	---M--	200	added ('OK')	image/png	date:Wed,%2009%20Nov%202022%2006:33:39%20GMT	https://htmldesigntemplates.com/html/hotux/bootstrap5/images/icons/sign.png	F:/bookingHotel1/htmldesigntemplates.com/html/hotux/bootstrap5/images/icons/sign.png	(from https://htmldesigntemplates.com/html/hotux/bootstrap5/restaurant.html)
08:59:46	152287/152287	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Nov%202022%2006:32:43%20GMT	https://htmldesigntemplates.com/html/hotux/bootstrap5/images/about5.jpg	F:/bookingHotel1/htmldesigntemplates.com/html/hotux/bootstrap5/images/about5.jpg	(from https://htmldesigntemplates.com/html/hotux/bootstrap5/restaurant.html)
08:59:47	48403/48403	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Nov%202022%2006:33:51%20GMT	https://htmldesigntemplates.com/html/hotux/bootstrap5/images/menu/menu1.jpg	F:/bookingHotel1/htmldesigntemplates.com/html/hotux/bootstrap5/images/menu/menu1.jpg	(from https://htmldesigntemplates.com/html/hotux/bootstrap5/restaurant.html)
08:59:47	35963/35963	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Nov%202022%2006:33:56%20GMT	https://htmldesigntemplates.com/html/hotux/bootstrap5/images/menu/menu2.jpg	F:/bookingHotel1/htmldesigntemplates.com/html/hotux/bootstrap5/images/menu/menu2.jpg	(from https://htmldesigntemplates.com/html/hotux/bootstrap5/restaurant.html)
08:59:49	58539/58539	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Nov%202022%2006:33:57%20GMT	https://htmldesigntemplates.com/html/hotux/bootstrap5/images/menu/menu3.jpg	F:/bookingHotel1/htmldesigntemplates.com/html/hotux/bootstrap5/images/menu/menu3.jpg	(from https://htmldesigntemplates.com/html/hotux/bootstrap5/restaurant.html)
08:59:50	186388/186388	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Nov%202022%2006:33:58%20GMT	https://htmldesigntemplates.com/html/hotux/bootstrap5/images/menu/menu4.jpg	F:/bookingHotel1/htmldesigntemplates.com/html/hotux/bootstrap5/images/menu/menu4.jpg	(from https://htmldesigntemplates.com/html/hotux/bootstrap5/restaurant.html)
08:59:50	54808/54808	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Nov%202022%2006:33:58%20GMT	https://htmldesigntemplates.com/html/hotux/bootstrap5/images/menu/menu5.jpg	F:/bookingHotel1/htmldesigntemplates.com/html/hotux/bootstrap5/images/menu/menu5.jpg	(from https://htmldesigntemplates.com/html/hotux/bootstrap5/restaurant.html)
08:59:51	57421/57421	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Nov%202022%2006:33:59%20GMT	https://htmldesigntemplates.com/html/hotux/bootstrap5/images/menu/menu6.jpg	F:/bookingHotel1/htmldesigntemplates.com/html/hotux/bootstrap5/images/menu/menu6.jpg	(from https://htmldesigntemplates.com/html/hotux/bootstrap5/restaurant.html)
08:59:52	55331/55331	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Nov%202022%2006:34:00%20GMT	https://htmldesigntemplates.com/html/hotux/bootstrap5/images/menu/menu7.jpg	F:/bookingHotel1/htmldesigntemplates.com/html/hotux/bootstrap5/images/menu/menu7.jpg	(from https://htmldesigntemplates.com/html/hotux/bootstrap5/restaurant.html)
08:59:53	46213/46213	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Nov%202022%2006:34:00%20GMT	https://htmldesigntemplates.com/html/hotux/bootstrap5/images/menu/menu8.jpg	F:/bookingHotel1/htmldesigntemplates.com/html/hotux/bootstrap5/images/menu/menu8.jpg	(from https://htmldesigntemplates.com/html/hotux/bootstrap5/restaurant.html)
08:59:54	53689/53689	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Nov%202022%2006:34:01%20GMT	https://htmldesigntemplates.com/html/hotux/bootstrap5/images/menu/menu9.jpg	F:/bookingHotel1/htmldesigntemplates.com/html/hotux/bootstrap5/images/menu/menu9.jpg	(from https://htmldesigntemplates.com/html/hotux/bootstrap5/restaurant.html)
08:59:55	38895/38895	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Nov%202022%2006:33:52%20GMT	https://htmldesigntemplates.com/html/hotux/bootstrap5/images/menu/menu10.jpg	F:/bookingHotel1/htmldesigntemplates.com/html/hotux/bootstrap5/images/menu/menu10.jpg	(from https://htmldesigntemplates.com/html/hotux/bootstrap5/restaurant.html)
08:59:56	51074/51074	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Nov%202022%2006:33:53%20GMT	https://htmldesigntemplates.com/html/hotux/bootstrap5/images/menu/menu11.jpg	F:/bookingHotel1/htmldesigntemplates.com/html/hotux/bootstrap5/images/menu/menu11.jpg	(from https://htmldesigntemplates.com/html/hotux/bootstrap5/restaurant.html)
08:59:56	61035/61035	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Nov%202022%2006:33:53%20GMT	https://htmldesigntemplates.com/html/hotux/bootstrap5/images/menu/menu12.jpg	F:/bookingHotel1/htmldesigntemplates.com/html/hotux/bootstrap5/images/menu/menu12.jpg	(from https://htmldesigntemplates.com/html/hotux/bootstrap5/restaurant.html)
08:59:57	41644/41644	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Nov%202022%2006:33:54%20GMT	https://htmldesigntemplates.com/html/hotux/bootstrap5/images/menu/menu13.jpg	F:/bookingHotel1/htmldesigntemplates.com/html/hotux/bootstrap5/images/menu/menu13.jpg	(from https://htmldesigntemplates.com/html/hotux/bootstrap5/restaurant.html)
08:59:58	52335/52335	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Nov%202022%2006:33:55%20GMT	https://htmldesigntemplates.com/html/hotux/bootstrap5/images/menu/menu14.jpg	F:/bookingHotel1/htmldesigntemplates.com/html/hotux/bootstrap5/images/menu/menu14.jpg	(from https://htmldesigntemplates.com/html/hotux/bootstrap5/restaurant.html)
08:59:59	163559/163559	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Nov%202022%2006:34:17%20GMT	https://htmldesigntemplates.com/html/hotux/bootstrap5/images/reservation.jpg	F:/bookingHotel1/htmldesigntemplates.com/html/hotux/bootstrap5/images/reservation.jpg	(from https://htmldesigntemplates.com/html/hotux/bootstrap5/restaurant.html)
09:00:00	47773/47773	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Nov%202022%2006:34:41%20GMT	https://htmldesigntemplates.com/html/hotux/bootstrap5/images/rt1.jpg	F:/bookingHotel1/htmldesigntemplates.com/html/hotux/bootstrap5/images/rt1.jpg	(from https://htmldesigntemplates.com/html/hotux/bootstrap5/restaurant.html)
09:00:01	52391/52391	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Nov%202022%2006:34:42%20GMT	https://htmldesigntemplates.com/html/hotux/bootstrap5/images/rt3.jpg	F:/bookingHotel1/htmldesigntemplates.com/html/hotux/bootstrap5/images/rt3.jpg	(from https://htmldesigntemplates.com/html/hotux/bootstrap5/restaurant.html)
09:00:02	67520/67520	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Nov%202022%2006:34:42%20GMT	https://htmldesigntemplates.com/html/hotux/bootstrap5/images/rt2.jpg	F:/bookingHotel1/htmldesigntemplates.com/html/hotux/bootstrap5/images/rt2.jpg	(from https://htmldesigntemplates.com/html/hotux/bootstrap5/restaurant.html)
09:00:03	67450/67450	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Nov%202022%2006:34:10%20GMT	https://htmldesigntemplates.com/html/hotux/bootstrap5/images/news6.jpg	F:/bookingHotel1/htmldesigntemplates.com/html/hotux/bootstrap5/images/news6.jpg	(from https://htmldesigntemplates.com/html/hotux/bootstrap5/restaurant.html)
09:00:04	87144/87144	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Nov%202022%2006:34:11%20GMT	https://htmldesigntemplates.com/html/hotux/bootstrap5/images/news7.jpg	F:/bookingHotel1/htmldesigntemplates.com/html/hotux/bootstrap5/images/news7.jpg	(from https://htmldesigntemplates.com/html/hotux/bootstrap5/restaurant.html)
09:00:05	112678/112678	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Nov%202022%2006:34:12%20GMT	https://htmldesigntemplates.com/html/hotux/bootstrap5/images/news8.jpg	F:/bookingHotel1/htmldesigntemplates.com/html/hotux/bootstrap5/images/news8.jpg	(from https://htmldesigntemplates.com/html/hotux/bootstrap5/restaurant.html)
09:00:06	20540/20540	---M--	200	added ('OK')	image/png	date:Wed,%2009%20Nov%202022%2006:33:50%20GMT	https://htmldesigntemplates.com/html/hotux/bootstrap5/images/menu/003-table.png	F:/bookingHotel1/htmldesigntemplates.com/html/hotux/bootstrap5/images/menu/003-table.png	(from https://htmldesigntemplates.com/html/hotux/bootstrap5/restaurant-about.html)
09:00:07	19259/19259	---M--	200	added ('OK')	image/png	date:Wed,%2009%20Nov%202022%2006:33:49%20GMT	https://htmldesigntemplates.com/html/hotux/bootstrap5/images/menu/002-dessert.png	F:/bookingHotel1/htmldesigntemplates.com/html/hotux/bootstrap5/images/menu/002-dessert.png	(from https://htmldesigntemplates.com/html/hotux/bootstrap5/restaurant-about.html)
09:00:07	18448/18448	---M--	200	added ('OK')	image/png	date:Wed,%2009%20Nov%202022%2006:33:49%20GMT	https://htmldesigntemplates.com/html/hotux/bootstrap5/images/menu/001-food.png	F:/bookingHotel1/htmldesigntemplates.com/html/hotux/bootstrap5/images/menu/001-food.png	(from https://htmldesigntemplates.com/html/hotux/bootstrap5/restaurant-about.html)
09:00:09	416238/416238	---M--	200	added ('OK')	image/png	date:Wed,%2009%20Nov%202022%2006:33:51%20GMT	https://htmldesigntemplates.com/html/hotux/bootstrap5/images/menu/about-coffe.png	F:/bookingHotel1/htmldesigntemplates.com/html/hotux/bootstrap5/images/menu/about-coffe.png	(from https://htmldesigntemplates.com/html/hotux/bootstrap5/restaurant-about.html)
09:00:09	30173/30173	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Nov%202022%2006:34:46%20GMT	https://htmldesigntemplates.com/html/hotux/bootstrap5/images/shop/shop2.jpg	F:/bookingHotel1/htmldesigntemplates.com/html/hotux/bootstrap5/images/shop/shop2.jpg	(from https://htmldesigntemplates.com/html/hotux/bootstrap5/shop.html)
09:00:11	55802/55802	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2008%20May%202025%2002:00:12%20GMT	https://htmldesigntemplates.com/html/hotux/bootstrap5/shop-detail	F:/bookingHotel1/htmldesigntemplates.com/html/hotux/bootstrap5/shop-detail	(from https://htmldesigntemplates.com/html/hotux/bootstrap5/shop.html)
09:00:12	25238/25238	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Nov%202022%2006:34:46%20GMT	https://htmldesigntemplates.com/html/hotux/bootstrap5/images/shop/shop1.jpg	F:/bookingHotel1/htmldesigntemplates.com/html/hotux/bootstrap5/images/shop/shop1.jpg	(from https://htmldesigntemplates.com/html/hotux/bootstrap5/shop.html)
09:00:12	26458/26458	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Nov%202022%2006:34:47%20GMT	https://htmldesigntemplates.com/html/hotux/bootstrap5/images/shop/shop3.jpg	F:/bookingHotel1/htmldesigntemplates.com/html/hotux/bootstrap5/images/shop/shop3.jpg	(from https://htmldesigntemplates.com/html/hotux/bootstrap5/shop.html)
09:00:13	20428/20428	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Nov%202022%2006:34:47%20GMT	https://htmldesigntemplates.com/html/hotux/bootstrap5/images/shop/shop4.jpg	F:/bookingHotel1/htmldesigntemplates.com/html/hotux/bootstrap5/images/shop/shop4.jpg	(from https://htmldesigntemplates.com/html/hotux/bootstrap5/shop.html)
09:00:14	27429/27429	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Nov%202022%2006:34:48%20GMT	https://htmldesigntemplates.com/html/hotux/bootstrap5/images/shop/shop5.jpg	F:/bookingHotel1/htmldesigntemplates.com/html/hotux/bootstrap5/images/shop/shop5.jpg	(from https://htmldesigntemplates.com/html/hotux/bootstrap5/shop.html)
09:00:15	29531/29531	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Nov%202022%2006:34:48%20GMT	https://htmldesigntemplates.com/html/hotux/bootstrap5/images/shop/shop6.jpg	F:/bookingHotel1/htmldesigntemplates.com/html/hotux/bootstrap5/images/shop/shop6.jpg	(from https://htmldesigntemplates.com/html/hotux/bootstrap5/shop.html)
09:00:16	54882/54882	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2008%20May%202025%2002:00:17%20GMT	https://htmldesigntemplates.com/html/hotux/bootstrap5/images/gallery/thumb1-1.jpg	F:/bookingHotel1/htmldesigntemplates.com/html/hotux/bootstrap5/images/gallery/thumb1-1.jpg	(from https://htmldesigntemplates.com/html/hotux/bootstrap5/cart.html)
09:00:18	41638/41638	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Nov%202022%2006:34:15%20GMT	https://htmldesigntemplates.com/html/hotux/bootstrap5/images/recent1.jpg	F:/bookingHotel1/htmldesigntemplates.com/html/hotux/bootstrap5/images/recent1.jpg	(from https://htmldesigntemplates.com/html/hotux/bootstrap5/blog-left.html)
09:00:18	31680/31680	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Nov%202022%2006:34:15%20GMT	https://htmldesigntemplates.com/html/hotux/bootstrap5/images/recent2.jpg	F:/bookingHotel1/htmldesigntemplates.com/html/hotux/bootstrap5/images/recent2.jpg	(from https://htmldesigntemplates.com/html/hotux/bootstrap5/blog-left.html)
09:00:19	27470/27470	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Nov%202022%2006:34:16%20GMT	https://htmldesigntemplates.com/html/hotux/bootstrap5/images/recent3.jpg	F:/bookingHotel1/htmldesigntemplates.com/html/hotux/bootstrap5/images/recent3.jpg	(from https://htmldesigntemplates.com/html/hotux/bootstrap5/blog-left.html)
09:00:20	45983/45983	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Nov%202022%2006:33:40%20GMT	https://htmldesigntemplates.com/html/hotux/bootstrap5/images/instagram1.jpg	F:/bookingHotel1/htmldesigntemplates.com/html/hotux/bootstrap5/images/instagram1.jpg	(from https://htmldesigntemplates.com/html/hotux/bootstrap5/blog-left.html)
09:00:21	55132/55132	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Nov%202022%2006:33:41%20GMT	https://htmldesigntemplates.com/html/hotux/bootstrap5/images/instagram2.jpg	F:/bookingHotel1/htmldesigntemplates.com/html/hotux/bootstrap5/images/instagram2.jpg	(from https://htmldesigntemplates.com/html/hotux/bootstrap5/blog-left.html)
09:00:22	54507/54507	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Nov%202022%2006:33:42%20GMT	https://htmldesigntemplates.com/html/hotux/bootstrap5/images/instagram3.jpg	F:/bookingHotel1/htmldesigntemplates.com/html/hotux/bootstrap5/images/instagram3.jpg	(from https://htmldesigntemplates.com/html/hotux/bootstrap5/blog-left.html)
09:00:23	56259/56259	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Nov%202022%2006:33:42%20GMT	https://htmldesigntemplates.com/html/hotux/bootstrap5/images/instagram4.jpg	F:/bookingHotel1/htmldesigntemplates.com/html/hotux/bootstrap5/images/instagram4.jpg	(from https://htmldesigntemplates.com/html/hotux/bootstrap5/blog-left.html)
09:00:23	23460/23460	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Nov%202022%2006:33:43%20GMT	https://htmldesigntemplates.com/html/hotux/bootstrap5/images/instagram5.jpg	F:/bookingHotel1/htmldesigntemplates.com/html/hotux/bootstrap5/images/instagram5.jpg	(from https://htmldesigntemplates.com/html/hotux/bootstrap5/blog-left.html)
09:00:24	42311/42311	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Nov%202022%2006:33:43%20GMT	https://htmldesigntemplates.com/html/hotux/bootstrap5/images/instagram6.jpg	F:/bookingHotel1/htmldesigntemplates.com/html/hotux/bootstrap5/images/instagram6.jpg	(from https://htmldesigntemplates.com/html/hotux/bootstrap5/blog-left.html)
09:00:26	100005/100005	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Nov%202022%2006:34:09%20GMT	https://htmldesigntemplates.com/html/hotux/bootstrap5/images/news4.jpg	F:/bookingHotel1/htmldesigntemplates.com/html/hotux/bootstrap5/images/news4.jpg	(from https://htmldesigntemplates.com/html/hotux/bootstrap5/blog-masonry.html)
09:00:26	126976/126976	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Nov%202022%2006:34:10%20GMT	https://htmldesigntemplates.com/html/hotux/bootstrap5/images/news5.jpg	F:/bookingHotel1/htmldesigntemplates.com/html/hotux/bootstrap5/images/news5.jpg	(from https://htmldesigntemplates.com/html/hotux/bootstrap5/blog-masonry.html)
09:00:27	108686/108686	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Nov%202022%2006:34:50%20GMT	https://htmldesigntemplates.com/html/hotux/bootstrap5/images/single1.jpg	F:/bookingHotel1/htmldesigntemplates.com/html/hotux/bootstrap5/images/single1.jpg	(from https://htmldesigntemplates.com/html/hotux/bootstrap5/single-full.html)
09:00:27	1819/1819	---MCZ	200	added ('OK')	text/css	date:Wed,%2009%20Nov%202022%2006:25:01%20GMT	https://htmldesigntemplates.com/html/hotux/bootstrap5/dashboard/assets/vendors/core/core.css	F:/bookingHotel1/htmldesigntemplates.com/html/hotux/bootstrap5/dashboard/assets/vendors/core/core.css	(from https://htmldesigntemplates.com/html/hotux/bootstrap5/dashboard/dashboard.html)
09:00:27	15731/15731	---MCZ	200	added ('OK')	text/css	date:Wed,%2009%20Nov%202022%2006:24:57%20GMT	https://htmldesigntemplates.com/html/hotux/bootstrap5/dashboard/assets/vendors/bootstrap-datepicker/bootstrap-datepicker.min.css	F:/bookingHotel1/htmldesigntemplates.com/html/hotux/bootstrap5/dashboard/assets/vendors/bootstrap-datepicker/bootstrap-datepicker.min.css	(from https://htmldesigntemplates.com/html/hotux/bootstrap5/dashboard/dashboard.html)
09:00:27	13227/13227	---MCZ	200	added ('OK')	text/css	date:Wed,%2009%20Nov%202022%2006:24:33%20GMT	https://htmldesigntemplates.com/html/hotux/bootstrap5/dashboard/assets/fonts/feather-font/css/iconfont.css	F:/bookingHotel1/htmldesigntemplates.com/html/hotux/bootstrap5/dashboard/assets/fonts/feather-font/css/iconfont.css	(from https://htmldesigntemplates.com/html/hotux/bootstrap5/dashboard/dashboard.html)
09:00:27	460688/460688	---MCZ	200	added ('OK')	text/css	date:Wed,%2009%20Nov%202022%2006:24:30%20GMT	https://htmldesigntemplates.com/html/hotux/bootstrap5/dashboard/assets/css/style.css	F:/bookingHotel1/htmldesigntemplates.com/html/hotux/bootstrap5/dashboard/assets/css/style.css	(from https://htmldesigntemplates.com/html/hotux/bootstrap5/dashboard/dashboard.html)
09:00:28	34419/34419	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Nov%202022%2006:31:53%20GMT	https://htmldesigntemplates.com/html/hotux/bootstrap5/dashboard/slider.html	F:/bookingHotel1/htmldesigntemplates.com/html/hotux/bootstrap5/dashboard/slider.html	(from https://htmldesigntemplates.com/html/hotux/bootstrap5/dashboard/dashboard.html)
09:00:29	26119/26119	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Nov%202022%2006:31:50%20GMT	https://htmldesigntemplates.com/html/hotux/bootstrap5/dashboard/main-category.html	F:/bookingHotel1/htmldesigntemplates.com/html/hotux/bootstrap5/dashboard/main-category.html	(from https://htmldesigntemplates.com/html/hotux/bootstrap5/dashboard/dashboard.html)
09:00:29	30113/30113	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Nov%202022%2006:31:51%20GMT	https://htmldesigntemplates.com/html/hotux/bootstrap5/dashboard/parent-category.html	F:/bookingHotel1/htmldesigntemplates.com/html/hotux/bootstrap5/dashboard/parent-category.html	(from https://htmldesigntemplates.com/html/hotux/bootstrap5/dashboard/dashboard.html)
09:00:30	31736/31736	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Nov%202022%2006:31:46%20GMT	https://htmldesigntemplates.com/html/hotux/bootstrap5/dashboard/child-category.html	F:/bookingHotel1/htmldesigntemplates.com/html/hotux/bootstrap5/dashboard/child-category.html	(from https://htmldesigntemplates.com/html/hotux/bootstrap5/dashboard/dashboard.html)
